word,un serpent,eine Schlange,2024-08-27,False,2024-09-17,80,9
word,avalait ,geschluckt ,2024-08-27,False,2024-09-17,80,9
word,un fauve,ein wildes Tier,2024-08-27,False,2024-09-17,80,9
word,la proie,die Beute,2024-08-27,False,2024-09-17,80,9
word,la digestion,die Verdauung,2024-08-27,False,2024-09-14,95,6
word,le tas,der Stapel,2024-08-27,False,2024-09-17,80,9
word,l’on est égaré ,wir sind verloren ,2024-08-27,False,2024-09-17,85,9
word,J’ai ainsi eu,So hatte ich,2024-08-27,False,2024-09-17,85,9
word, J’ai beaucoup vécu, Ich habe viel erlebt,2024-08-27,False,2024-09-17,85,9
word,Je les ai vues de très près,Ich habe sie ganz genau gesehen,2024-08-27,False,2024-09-11,110,6
word,je faisais l’expérience,Ich erlebte,2024-08-27,False,2024-09-16,105,7
word,compréhensive,Verständnis,2024-08-27,False,2024-09-12,100,7
word,de forêts vierges,von Urwäldern,2024-07-27,False,2024-09-14,80,6
word,Je me mettais à sa portée,Ich begab mich in seine Reichweite,2024-07-27,False,2024-09-14,100,5
word,J’ai ainsi vécu seul&#39;,"Also lebte ich alleine,",2024-07-27,False,2024-09-17,80,9
word,Quand j’en rencontrais une qui me paraissait un peu lucide,"Als ich jemanden traf, der mir ein wenig klar vorkam",2024-07-27,False,2024-09-14,45,5
word,véritablement,wirklich,2024-07-29,False,2024-09-19,95,9
word, s’était cassé, war kaputt,2024-07-29,False,2024-09-12,100,7
word,le sable,Sand,2024-07-29,False,2024-09-14,85,6
word, naufragé, Schiffbruch,2024-07-29,False,2024-09-16,110,7
word,un mouton,ein Schaaf,2024-07-29,False,2024-09-19,85,9
word,J’ai sauté,ich sprang,2024-07-29,False,2024-09-17,80,9
word,foudre,Blitz,2024-07-29,False,2024-09-11,100,6
word, J’avais à peine de l’eau à boire, Ich hatte kaum Wasser zu trinken,2024-07-29,False,2024-09-11,70,6
word,J’ai bien frotté mes yeux,Ich habe mir gut die Augen gerieben,2024-07-29,False,2024-09-14,110,5
word,qui me considérait gravement,ernsthaft über mich nachgedacht,2024-08-01,False,2024-09-14,85,5
word,est beaucoup moins ravissant que le modèle,ist viel weniger schön als das Modell,2024-08-01,False,2024-09-14,60,5
word,yeux tout ronds d’étonnement,Augen weit vor Erstaunen,2024-08-01,False,2024-09-12,75,4
word,impressionnant,beeindruckend,2024-08-01,False,2024-09-16,100,6
word,on n’ose pas désobéir,"wir wagen es nicht, ungehorsam zu sein",2024-08-01,False,2024-09-12,80,7
word,désobéir,ungehorsam,2024-08-01,False,2024-09-16,95,7
word,une feuille,Blatt,2024-08-01,False,2024-09-12,80,7
word,je me rappelai,ich erinnerte mich,2024-08-01,False,2024-09-11,60,2
word, un éléphant c’est très encombrant, Ein Elefant ist sehr schwerfällig,2024-08-01,False,2024-09-14,70,6
word,encombrant,schwerfällig/schwer/groß,2024-08-01,False,2024-09-12,85,4
word,attentivement,sorgfältig,2024-08-01,False,2024-09-19,80,9
word,malade,krank,2024-08-01,False,2024-09-19,80,9
word,tout doucement,langsam,2024-08-02,False,2024-09-19,80,9
word,je fus stupéfait d’entendre,"Ich war fassungslos, als ich das hörte",2024-08-02,False,2024-09-12,75,7
word,indulgence,Genuss,2024-08-02,False,2024-09-14,85,6
word,un bélier,ein Widder,2024-08-02,False,2024-09-14,80,6
word,Il a des cornes,. Er hat Hörner,2024-08-02,False,2024-09-19,80,9
word,comme les précédents,wie die vorherigen,2024-08-02,False,2024-09-14,80,6
word, j’avais hâte, ich konnte nicht warten,2024-08-02,False,2024-09-16,75,8
word,je lançai,Ich warf,2024-08-02,False,2024-09-12,85,4
word,la caisse.,die Kiste.,2024-08-02,False,2024-09-16,75,8
word,s’illuminer,leuchten,2024-08-02,False,2024-09-19,80,9
word,d’herbe,Gras,2024-08-02,False,2024-09-12,75,7
word,Crois-tu qu'il faille beaucoup d'herbe à ce mouton ?,"Glaubst du, dieses Schaf braucht viel Gras?",2024-08-02,False,2024-09-12,60,7
word,par hasard,zufällig,2024-08-04,False,2024-09-16,70,8
word, il aperçut, er bemerkte,2024-08-04,False,2024-09-12,60,7
word,j’étais fier,Ich war stolz,2024-08-04,False,2024-09-16,70,8
word,modestement,bescheiden/skromno,2024-08-04,False,2024-09-12,65,7
word,eut,hatte,2024-08-04,False,2024-09-16,70,8
word,l’on prenne mes malheurs,wir nehmen mein Unglück,2024-08-04,False,2024-09-12,50,2
word,J’entrevis aussitôt une lueur,Ich sah sofort ein Leuchten,2024-08-04,False,2024-09-13,50,3
word,brusquement,plötzlich,2024-08-04,False,2024-09-12,55,7
word,Il hochait,Er nickte,2024-08-04,False,2024-09-14,65,6
word, il s’enfonça, er sank,2024-08-04,False,2024-09-14,65,6
word,une rêverie,ein Traum,2024-08-04,False,2024-09-14,60,5
word,il se plongea,er tauchte ein,2024-08-04,False,2024-09-16,70,7
word,la contemplation,die Betrachtung,2024-08-04,False,2024-09-14,55,5
word,son trésor,sein Schatz,2024-08-04,False,2024-09-14,50,6
word,Je m’efforçai,Ich habe es versucht,2024-08-04,False,2024-09-11,35,2
word,une corde,ein Seil,2024-08-04,False,2024-09-16,55,6
word,un piquet,ein Pfahl/kolac,2024-08-04,False,2024-09-14,45,6
word,La proposition parut choquer,Der Vorschlag schien zu schockieren,2024-08-08,False,2024-09-12,50,4
word,où veux-tu qu’il aille,Wo willst du dass er geht?,2024-08-08,False,2024-09-14,-5,5
word,Droit devant lui,Direkt vor ihm,2024-08-08,False,2024-09-14,30,6
word,N’importe où,Überall,2024-08-08,False,2024-09-14,50,6
word,il remarqua gravement,er bemerkte es ernsthaft,2024-08-08,False,2024-09-14,45,6
word,dehors,aus,2024-08-08,False,2024-09-14,50,6
word,auxquelles,zu welchem,2024-08-08,False,2024-09-14,20,5
word,sous peine de mort,unter der Todesstrafe,2024-08-08,False,2024-09-12,35,4
word,je  ai confié,Ich habe es anvertraut,2024-08-08,False,2024-09-12,5,4
word, Combien pèse-t-il ?, Wie viel wiegt er ?,2024-08-08,False,2024-09-14,40,5
word,des colombes sur le toit,Tauben auf dem Dach,2024-08-08,False,2024-09-12,35,2
word, qu’il était ravissant, dass er lieb war,2024-08-14,False,2024-09-11,-25,2
word, elles hausseront les épaules et vous traiteront d’enfant, Sie werden mit den Schultern zucken und dich ein Kind nennen,2024-08-14,False,2024-09-12,10,2
word,convaincues,überzeugt,2024-08-14,False,2024-09-11,-115,1
word,indulgents,nachsichtig/popustljiv,2024-08-14,False,2024-09-13,-25,3
word,nous nous moquons ,wir machen Spaß ,2024-08-14,False,2024-09-11,-50,2
word,des contes,Geschichten,2024-08-14,False,2024-09-13,10,3
word,des contes de fées.,Märchen.,2024-08-14,False,2024-09-12,20,4
word,e à la légère,und leicht,2024-08-14,False,2024-09-13,15,3
word,Car je n’aime pas qu’on lise mon livre à la légère.,"Weil ich es nicht mag, wenn die Leute mein Buch auf die leichte Schulter nehmen.",2024-08-14,False,2024-09-12,10,4
word,J’éprouve,Ich erlebe,2024-08-14,False,2024-09-12,20,4
word,J’éprouve tant de chagrin à raconter ces souvenirs,"Ich bin so traurig, wenn ich diese Erinnerungen wiedererzähle",2024-08-14,False,2024-09-11,-25,2
word,J’éprouve tant de chagrin ,Ich empfinde so viel Kummer ,2024-08-14,False,2024-09-11,15,2
word,chagrin,Ärger,2024-08-14,False,2024-09-12,20,4
word,J’éprouve tant,Ich fühle so viel,2024-08-14,False,2024-09-12,20,4
word,à raconter ces souvenirs.,um diese Erinnerungen zu erzählen.,2024-08-26,False,2024-09-12,10,4
word,une boîte de couleurs,eine Kiste voller Farben,2024-08-26,False,2024-09-12,0,2
word,Je me trompe,Ich irre mich,2024-08-26,False,2024-09-13,10,3
word,J’hésite,Ich zögere,2024-08-26,False,2024-09-13,10,3
word,je tâtonne,Ich taste,2024-08-26,False,2024-09-11,-25,2
word,il faudra me le pardonner,Du wirst mir verzeihen müssen,2024-08-26,False,2024-09-12,-30,2
word,le drame,das Drama,2024-08-26,False,2024-09-13,20,3
word,ce fut grâce au mouton&#39;,"es war den Schafen zu verdanken,",2024-08-26,False,2024-09-11,-15,2
word,les arbustes,die Sträucher/grmlje,2024-08-26,False,2024-09-11,-35,2
word,Je suis content,Ich bin glücklich,2024-08-26,False,2024-09-13,20,3
word,les églises,die Kirchen,2024-08-26,False,2024-09-13,-10,3
word,ne viendrait pas à bout,würde kein Ende nehmen,2024-08-26,False,2024-09-11,-95,1
word,sagesse,Weisheit,2024-08-26,False,2024-09-12,-20,2
word,une bande de tissu,ein Stoffstreifen,2024-09-08,False,2024-09-12,-60,2
word,passant sous le menton,unter dem Kinn hindurchgehen,2024-09-08,False,2024-09-11,-20,2
word,la enterrement,die Beerdigung,2024-09-08,False,2024-09-11,-20,1
word,Par conséquent de bonnes graines ,Daher gute Samen ,2024-09-08,False,2024-09-12,-40,2
word,Par conséquent,daher,2024-09-08,False,2024-09-11,10,2
word,elle pousse,sie drängt,2024-09-08,False,2024-09-11,0,2
word,timidement,schüchtern,2024-09-08,False,2024-09-12,-15,2
word,une ravissante,ein schönes,2024-09-08,False,2024-09-11,10,2
word,maman,Mama,2024-09-11,True,False,0,0
